"","Index","From.Date","To.Date","NOx"
"2021-01-04 12:45:00"," 548","2021-01-04 12:45:00","2021-01-04 13:00:00","360.828466250332"
"2021-01-04 13:00:00"," 549","2021-01-04 13:00:00","2021-01-04 13:15:00","62.1786058425425"
"2021-01-04 13:15:00"," 550","2021-01-04 13:15:00","2021-01-04 13:30:00","108.413607154223"
"2021-01-04 13:30:00"," 551","2021-01-04 13:30:00","2021-01-04 13:45:00","105.035596734559"
"2021-01-04 13:45:00"," 552","2021-01-04 13:45:00","2021-01-04 14:00:00","94.3304224078974"
"2021-01-04 14:00:00"," 553","2021-01-04 14:00:00","2021-01-04 14:15:00","88.4991468806276"
"2021-01-04 14:15:00"," 554","2021-01-04 14:15:00","2021-01-04 14:30:00","85.8642044210977"
"2021-01-04 14:30:00"," 555","2021-01-04 14:30:00","2021-01-04 14:45:00","93.7650559234735"
"2021-01-04 14:45:00"," 556","2021-01-04 14:45:00","2021-01-04 15:00:00","94.5998057575227"
"2021-01-04 15:00:00"," 557","2021-01-04 15:00:00","2021-01-04 15:15:00","80.1931700824168"
"2021-01-04 15:15:00"," 558","2021-01-04 15:15:00","2021-01-04 15:30:00","69.6946058013526"
"2021-01-04 15:30:00"," 559","2021-01-04 15:30:00","2021-01-04 15:45:00","63.7455768730758"
"2021-01-04 15:45:00"," 560","2021-01-04 15:45:00","2021-01-04 16:00:00","61.1833119334322"
"2021-01-04 16:00:00"," 561","2021-01-04 16:00:00","2021-01-04 16:15:00","55.6496822282079"
"2021-01-04 16:15:00"," 562","2021-01-04 16:15:00","2021-01-04 16:30:00","74.9043316112804"
"2021-01-04 16:30:00"," 563","2021-01-04 16:30:00","2021-01-04 16:45:00","100.740283290173"
"2021-01-04 16:45:00"," 564","2021-01-04 16:45:00","2021-01-04 17:00:00","131.255295430514"
"2021-01-04 17:00:00"," 565","2021-01-04 17:00:00","2021-01-04 17:15:00","121.385626300103"
"2021-01-04 17:15:00"," 566","2021-01-04 17:15:00","2021-01-04 17:30:00","114.008947277931"
"2021-01-04 17:30:00"," 567","2021-01-04 17:30:00","2021-01-04 17:45:00","102.652168507452"
"2021-01-04 17:45:00"," 568","2021-01-04 17:45:00","2021-01-04 18:00:00","133.950257524007"
"2021-01-04 18:00:00"," 569","2021-01-04 18:00:00","2021-01-04 18:15:00","154.244024111161"
"2021-01-04 18:15:00"," 570","2021-01-04 18:15:00","2021-01-04 18:30:00","159.575416982514"
"2021-01-04 18:30:00"," 571","2021-01-04 18:30:00","2021-01-04 18:45:00","160.974559559411"
"2021-01-04 18:45:00"," 572","2021-01-04 18:45:00","2021-01-04 19:00:00","178.564602171802"
"2021-01-04 19:00:00"," 573","2021-01-04 19:00:00","2021-01-04 19:15:00","139.811571237208"
"2021-01-04 19:15:00"," 574","2021-01-04 19:15:00","2021-01-04 19:30:00","140.59600220496"
"2021-01-04 19:30:00"," 575","2021-01-04 19:30:00","2021-01-04 19:45:00","118.118869909268"
"2021-01-04 19:45:00"," 576","2021-01-04 19:45:00","2021-01-04 20:00:00","112.839367915659"
"2021-01-04 20:00:00"," 577","2021-01-04 20:00:00","2021-01-04 20:15:00","104.11689650804"
"2021-01-04 20:15:00"," 578","2021-01-04 20:15:00","2021-01-04 20:30:00","77.5294987675261"
"2021-01-04 20:30:00"," 579","2021-01-04 20:30:00","2021-01-04 20:45:00","64.7757013290224"
"2021-01-04 20:45:00"," 580","2021-01-04 20:45:00","2021-01-04 21:00:00","65.9585926292368"
"2021-01-04 21:00:00"," 581","2021-01-04 21:00:00","2021-01-04 21:15:00","78.4248652967494"
"2021-01-04 21:15:00"," 582","2021-01-04 21:15:00","2021-01-04 21:30:00","78.1042469371769"
"2021-01-04 21:30:00"," 583","2021-01-04 21:30:00","2021-01-04 21:45:00","69.4006365497061"
"2021-01-04 21:45:00"," 584","2021-01-04 21:45:00","2021-01-04 22:00:00","67.1690770488597"
"2021-01-04 22:00:00"," 585","2021-01-04 22:00:00","2021-01-04 22:15:00","58.4364436850499"
"2021-01-04 22:15:00"," 586","2021-01-04 22:15:00","2021-01-04 22:30:00","55.5461053225389"
"2021-01-04 22:30:00"," 587","2021-01-04 22:30:00","2021-01-04 22:45:00","57.0146804321524"
"2021-01-04 22:45:00"," 588","2021-01-04 22:45:00","2021-01-04 23:00:00","49.5349227502423"
"2021-01-04 23:00:00"," 589","2021-01-04 23:00:00","2021-01-04 23:15:00","37.7544006082045"
"2021-01-04 23:15:00"," 590","2021-01-04 23:15:00","2021-01-04 23:30:00","38.6448340199516"
"2021-01-04 23:30:00"," 591","2021-01-04 23:30:00","2021-01-04 23:45:00","38.7642599007389"
"2021-01-04 23:45:00"," 592","2021-01-04 23:45:00","2021-01-05 00:00:00","43.0352068265599"
"2021-01-05"," 593","2021-01-05 00:00:00","2021-01-05 00:15:00","47.576567911039"
"2021-01-05 00:15:00"," 594","2021-01-05 00:15:00","2021-01-05 00:30:00","52.0793457454911"
"2021-01-05 00:30:00"," 595","2021-01-05 00:30:00","2021-01-05 00:45:00","51.2031390377734"
"2021-01-05 00:45:00"," 596","2021-01-05 00:45:00","2021-01-05 01:00:00","50.8165711629932"
"2021-01-05 01:00:00"," 597","2021-01-05 01:00:00","2021-01-05 01:15:00","50.4693608977011"
"2021-01-05 01:15:00"," 598","2021-01-05 01:15:00","2021-01-05 01:30:00","43.9390174917164"
"2021-01-05 01:30:00"," 599","2021-01-05 01:30:00","2021-01-05 01:45:00","38.3200046774936"
"2021-01-05 01:45:00"," 600","2021-01-05 01:45:00","2021-01-05 02:00:00","39.338928635493"
"2021-01-05 02:00:00"," 601","2021-01-05 02:00:00","2021-01-05 02:15:00","41.5557579860997"
"2021-01-05 02:15:00"," 602","2021-01-05 02:15:00","2021-01-05 02:30:00","45.8829373273236"
"2021-01-05 02:30:00"," 603","2021-01-05 02:30:00","2021-01-05 02:45:00","37.9654040118963"
"2021-01-05 02:45:00"," 604","2021-01-05 02:45:00","2021-01-05 03:00:00","31.841774130502"
"2021-01-05 03:00:00"," 605","2021-01-05 03:00:00","2021-01-05 03:15:00","28.7314228322103"
"2021-01-05 03:15:00"," 606","2021-01-05 03:15:00","2021-01-05 03:30:00","25.7789043802367"
"2021-01-05 03:30:00"," 607","2021-01-05 03:30:00","2021-01-05 03:45:00","28.0079296945303"
"2021-01-05 03:45:00"," 608","2021-01-05 03:45:00","2021-01-05 04:00:00","28.6722938211952"
"2021-01-05 04:00:00"," 609","2021-01-05 04:00:00","2021-01-05 04:15:00","29.4805815872288"
"2021-01-05 04:15:00"," 610","2021-01-05 04:15:00","2021-01-05 04:30:00","27.9444581085514"
"2021-01-05 04:30:00"," 611","2021-01-05 04:30:00","2021-01-05 04:45:00","28.2671738828866"
"2021-01-05 04:45:00"," 612","2021-01-05 04:45:00","2021-01-05 05:00:00","28.9247210062145"
"2021-01-05 05:00:00"," 613","2021-01-05 05:00:00","2021-01-05 05:15:00","27.8432242815697"
"2021-01-05 05:15:00"," 614","2021-01-05 05:15:00","2021-01-05 05:30:00","30.0329665911822"
"2021-01-05 05:30:00"," 615","2021-01-05 05:30:00","2021-01-05 05:45:00","29.2507069173821"
"2021-01-05 05:45:00"," 616","2021-01-05 05:45:00","2021-01-05 06:00:00","35.0487744873726"
"2021-01-05 06:00:00"," 617","2021-01-05 06:00:00","2021-01-05 06:15:00","34.2207526171737"
"2021-01-05 06:15:00"," 618","2021-01-05 06:15:00","2021-01-05 06:30:00","34.4221461506039"
"2021-01-05 06:30:00"," 619","2021-01-05 06:30:00","2021-01-05 06:45:00","41.4307705058527"
"2021-01-05 06:45:00"," 620","2021-01-05 06:45:00","2021-01-05 07:00:00","38.710280234039"
"2021-01-05 07:00:00"," 621","2021-01-05 07:00:00","2021-01-05 07:15:00","40.0032259771125"
"2021-01-05 07:15:00"," 622","2021-01-05 07:15:00","2021-01-05 07:30:00","42.6913833997568"
"2021-01-05 07:30:00"," 623","2021-01-05 07:30:00","2021-01-05 07:45:00","47.1335213891776"
"2021-01-05 07:45:00"," 624","2021-01-05 07:45:00","2021-01-05 08:00:00","60.3595312401411"
"2021-01-05 08:00:00"," 625","2021-01-05 08:00:00","2021-01-05 08:15:00","51.7013957202027"
"2021-01-05 08:15:00"," 626","2021-01-05 08:15:00","2021-01-05 08:30:00","57.1395556119968"
"2021-01-05 08:30:00"," 627","2021-01-05 08:30:00","2021-01-05 08:45:00","76.6521931181132"
"2021-01-05 08:45:00"," 628","2021-01-05 08:45:00","2021-01-05 09:00:00","72.5199312201925"
"2021-01-05 09:00:00"," 629","2021-01-05 09:00:00","2021-01-05 09:15:00","74.2278612390689"
"2021-01-05 09:15:00"," 630","2021-01-05 09:15:00","2021-01-05 09:30:00","69.7078787738291"
"2021-01-05 09:30:00"," 631","2021-01-05 09:30:00","2021-01-05 09:45:00","79.065123222127"
"2021-01-05 09:45:00"," 632","2021-01-05 09:45:00","2021-01-05 10:00:00","78.0962166944976"
"2021-01-05 10:00:00"," 633","2021-01-05 10:00:00","2021-01-05 10:15:00","76.3186848567651"
"2021-01-05 10:15:00"," 634","2021-01-05 10:15:00","2021-01-05 10:30:00","74.5124976559517"
"2021-01-05 10:30:00"," 635","2021-01-05 10:30:00","2021-01-05 10:45:00","72.7358290808792"
"2021-01-05 10:45:00"," 636","2021-01-05 10:45:00","2021-01-05 11:00:00","78.9756561915487"
"2021-01-05 11:00:00"," 637","2021-01-05 11:00:00","2021-01-05 11:15:00","69.361433359955"
"2021-01-05 11:15:00"," 638","2021-01-05 11:15:00","2021-01-05 11:30:00","58.9385892444388"
"2021-01-05 11:30:00"," 639","2021-01-05 11:30:00","2021-01-05 11:45:00","56.7221264769372"
"2021-01-05 11:45:00"," 640","2021-01-05 11:45:00","2021-01-05 12:00:00","54.1096318908594"
"2021-01-05 12:00:00"," 641","2021-01-05 12:00:00","2021-01-05 12:15:00","51.4717303396817"
"2021-01-05 12:15:00"," 642","2021-01-05 12:15:00","2021-01-05 12:30:00","48.8378658511811"
"2021-01-05 12:30:00"," 643","2021-01-05 12:30:00","2021-01-05 12:45:00","46.2094526080763"
"2021-01-05 12:45:00"," 644","2021-01-05 12:45:00","2021-01-05 13:00:00","48.0665333418174"
"2021-01-05 13:00:00"," 645","2021-01-05 13:00:00","2021-01-05 13:15:00","62.8204827316003"
"2021-01-05 13:15:00"," 646","2021-01-05 13:15:00","2021-01-05 13:30:00","65.1413519665246"
"2021-01-05 13:30:00"," 647","2021-01-05 13:30:00","2021-01-05 13:45:00","61.2708260514698"
"2021-01-05 13:45:00"," 648","2021-01-05 13:45:00","2021-01-05 14:00:00","64.5360494866972"
"2021-01-05 14:00:00"," 649","2021-01-05 14:00:00","2021-01-05 14:15:00","58.1807007825546"
"2021-01-05 14:15:00"," 650","2021-01-05 14:15:00","2021-01-05 14:30:00","51.1015091907651"
"2021-01-05 14:30:00"," 651","2021-01-05 14:30:00","2021-01-05 14:45:00","55.6629575827239"
"2021-01-05 14:45:00"," 652","2021-01-05 14:45:00","2021-01-05 15:00:00","58.7870376463439"
"2021-01-05 15:00:00"," 653","2021-01-05 15:00:00","2021-01-05 15:15:00","64.0515679174674"
"2021-01-05 15:15:00"," 654","2021-01-05 15:15:00","2021-01-05 15:30:00","69.4462370236434"
"2021-01-05 15:30:00"," 655","2021-01-05 15:30:00","2021-01-05 15:45:00","64.3411259576133"
"2021-01-05 15:45:00"," 656","2021-01-05 15:45:00","2021-01-05 16:00:00","59.4103012247583"
"2021-01-05 16:00:00"," 657","2021-01-05 16:00:00","2021-01-05 16:15:00","54.6394392040995"
"2021-01-05 16:15:00"," 658","2021-01-05 16:15:00","2021-01-05 16:30:00","78.3641830810718"
"2021-01-05 16:30:00"," 659","2021-01-05 16:30:00","2021-01-05 16:45:00","102.060344590943"
"2021-01-05 16:45:00"," 660","2021-01-05 16:45:00","2021-01-05 17:00:00","53.5871506126588"
"2021-01-05 17:00:00"," 661","2021-01-05 17:00:00","2021-01-05 17:15:00","50.8284613298222"
"2021-01-05 17:15:00"," 662","2021-01-05 17:15:00","2021-01-05 17:30:00","63.696056181613"
"2021-01-05 17:30:00"," 663","2021-01-05 17:30:00","2021-01-05 17:45:00","143.458037734502"
"2021-01-05 17:45:00"," 664","2021-01-05 17:45:00","2021-01-05 18:00:00","239.876286746374"
"2021-01-05 18:00:00"," 665","2021-01-05 18:00:00","2021-01-05 18:15:00","117.850157243414"
"2021-01-05 18:15:00"," 666","2021-01-05 18:15:00","2021-01-05 18:30:00","115.912750891271"
"2021-01-05 18:30:00"," 667","2021-01-05 18:30:00","2021-01-05 18:45:00","123.155407025277"
"2021-01-05 18:45:00"," 668","2021-01-05 18:45:00","2021-01-05 19:00:00","283.155321921002"
"2021-01-05 19:00:00"," 669","2021-01-05 19:00:00","2021-01-05 19:15:00","260.916523516982"
"2021-01-05 19:15:00"," 670","2021-01-05 19:15:00","2021-01-05 19:30:00","237.257423668614"
"2021-01-05 19:30:00"," 671","2021-01-05 19:30:00","2021-01-05 19:45:00","321.496790634053"
"2021-01-05 19:45:00"," 672","2021-01-05 19:45:00","2021-01-05 20:00:00","320.813724123079"
"2021-01-05 20:00:00"," 673","2021-01-05 20:00:00","2021-01-05 20:15:00","370.67606980892"
"2021-01-05 20:15:00"," 674","2021-01-05 20:15:00","2021-01-05 20:30:00","273.039946431145"
"2021-01-05 20:30:00"," 675","2021-01-05 20:30:00","2021-01-05 20:45:00","225.8756595237"
"2021-01-05 20:45:00"," 676","2021-01-05 20:45:00","2021-01-05 21:00:00","265.514719863397"
"2021-01-05 21:00:00"," 677","2021-01-05 21:00:00","2021-01-05 21:15:00","281.686830987849"
"2021-01-05 21:15:00"," 678","2021-01-05 21:15:00","2021-01-05 21:30:00","318.723121407745"
"2021-01-05 21:30:00"," 679","2021-01-05 21:30:00","2021-01-05 21:45:00","354.56291219872"
"2021-01-05 21:45:00"," 680","2021-01-05 21:45:00","2021-01-05 22:00:00","352.507667843487"
"2021-01-05 22:00:00"," 681","2021-01-05 22:00:00","2021-01-05 22:15:00","347.499293595531"
"2021-01-05 22:15:00"," 682","2021-01-05 22:15:00","2021-01-05 22:30:00","342.398928567545"
"2021-01-05 22:30:00"," 683","2021-01-05 22:30:00","2021-01-05 22:45:00","337.417965755471"
"2021-01-05 22:45:00"," 684","2021-01-05 22:45:00","2021-01-05 23:00:00","332.552746897657"
"2021-01-05 23:00:00"," 685","2021-01-05 23:00:00","2021-01-05 23:15:00","327.785339796167"
"2021-01-05 23:15:00"," 686","2021-01-05 23:15:00","2021-01-05 23:30:00","323.099566877833"
"2021-01-05 23:30:00"," 687","2021-01-05 23:30:00","2021-01-05 23:45:00","318.481842713825"
"2021-01-05 23:45:00"," 688","2021-01-05 23:45:00","2021-01-06 00:00:00","313.920835836137"
"2021-01-06"," 689","2021-01-06 00:00:00","2021-01-06 00:15:00","309.407101119776"
"2021-01-06 00:15:00"," 690","2021-01-06 00:15:00","2021-01-06 00:30:00","304.932766288357"
"2021-01-06 00:30:00"," 691","2021-01-06 00:30:00","2021-01-06 00:45:00","300.491270038986"
"2021-01-06 00:45:00"," 692","2021-01-06 00:45:00","2021-01-06 01:00:00","296.077143728891"
"2021-01-06 01:00:00"," 693","2021-01-06 01:00:00","2021-01-06 01:15:00","291.685829413964"
"2021-01-06 01:15:00"," 694","2021-01-06 01:15:00","2021-01-06 01:30:00","287.313528189212"
"2021-01-06 01:30:00"," 695","2021-01-06 01:30:00","2021-01-06 01:45:00","282.957073785192"
"2021-01-06 01:45:00"," 696","2021-01-06 01:45:00","2021-01-06 02:00:00","278.613827214565"
"2021-01-06 02:00:00"," 697","2021-01-06 02:00:00","2021-01-06 02:15:00","274.281588963266"
"2021-01-06 02:15:00"," 698","2021-01-06 02:15:00","2021-01-06 02:30:00","269.958525804565"
"2021-01-06 02:30:00"," 699","2021-01-06 02:30:00","2021-01-06 02:45:00","265.643109800865"
"2021-01-06 02:45:00"," 700","2021-01-06 02:45:00","2021-01-06 03:00:00","261.334067463586"
"2021-01-06 03:00:00"," 701","2021-01-06 03:00:00","2021-01-06 03:15:00","257.030337379511"
"2021-01-06 03:15:00"," 702","2021-01-06 03:15:00","2021-01-06 03:30:00","252.731034893655"
"2021-01-06 03:30:00"," 703","2021-01-06 03:30:00","2021-01-06 03:45:00","248.435422673537"
"2021-01-06 03:45:00"," 704","2021-01-06 03:45:00","2021-01-06 04:00:00","244.142886175413"
"2021-01-06 04:00:00"," 705","2021-01-06 04:00:00","2021-01-06 04:15:00","239.852913196138"
"2021-01-06 04:15:00"," 706","2021-01-06 04:15:00","2021-01-06 04:30:00","235.565076830284"
"2021-01-06 04:30:00"," 707","2021-01-06 04:30:00","2021-01-06 04:45:00","231.279021265423"
"2021-01-06 04:45:00"," 708","2021-01-06 04:45:00","2021-01-06 05:00:00","226.994449942937"
"2021-01-06 05:00:00"," 709","2021-01-06 05:00:00","2021-01-06 05:15:00","222.711115690416"
"2021-01-06 05:15:00"," 710","2021-01-06 05:15:00","2021-01-06 05:30:00","218.42881249733"
"2021-01-06 05:30:00"," 711","2021-01-06 05:30:00","2021-01-06 05:45:00","214.147368660291"
"2021-01-06 05:45:00"," 712","2021-01-06 05:45:00","2021-01-06 06:00:00","209.866641069852"
"2021-01-06 06:00:00"," 713","2021-01-06 06:00:00","2021-01-06 06:15:00","205.586510448733"
"2021-01-06 06:15:00"," 714","2021-01-06 06:15:00","2021-01-06 06:30:00","201.306877383019"
"2021-01-06 06:30:00"," 715","2021-01-06 06:30:00","2021-01-06 06:45:00","197.027659014296"
"2021-01-06 06:45:00"," 716","2021-01-06 06:45:00","2021-01-06 07:00:00","192.748786282649"
"2021-01-06 07:00:00"," 717","2021-01-06 07:00:00","2021-01-06 07:15:00","188.470201628781"
"2021-01-06 07:15:00"," 718","2021-01-06 07:15:00","2021-01-06 07:30:00","184.191857078804"
"2021-01-06 07:30:00"," 719","2021-01-06 07:30:00","2021-01-06 07:45:00","179.913712647969"
"2021-01-06 07:45:00"," 720","2021-01-06 07:45:00","2021-01-06 08:00:00","175.63573501023"
"2021-01-06 08:00:00"," 721","2021-01-06 08:00:00","2021-01-06 08:15:00","171.357896389361"
"2021-01-06 08:15:00"," 722","2021-01-06 08:15:00","2021-01-06 08:30:00","167.08017363474"
"2021-01-06 08:30:00"," 723","2021-01-06 08:30:00","2021-01-06 08:45:00","162.802547451042"
"2021-01-06 08:45:00"," 724","2021-01-06 08:45:00","2021-01-06 09:00:00","158.525001756212"
"2021-01-06 09:00:00"," 725","2021-01-06 09:00:00","2021-01-06 09:15:00","154.247523146357"
"2021-01-06 09:15:00"," 726","2021-01-06 09:15:00","2021-01-06 09:30:00","149.970100449745"
"2021-01-06 09:30:00"," 727","2021-01-06 09:30:00","2021-01-06 09:45:00","145.692724355087"
"2021-01-06 09:45:00"," 728","2021-01-06 09:45:00","2021-01-06 10:00:00","141.415387101713"
"2021-01-06 10:00:00"," 729","2021-01-06 10:00:00","2021-01-06 10:15:00","137.138082221342"
"2021-01-06 10:15:00"," 730","2021-01-06 10:15:00","2021-01-06 10:30:00","132.860804322866"
"2021-01-06 10:30:00"," 731","2021-01-06 10:30:00","2021-01-06 10:45:00","128.583548912962"
"2021-01-06 10:45:00"," 732","2021-01-06 10:45:00","2021-01-06 11:00:00","124.306312246586"
"2021-01-06 11:00:00"," 733","2021-01-06 11:00:00","2021-01-06 11:15:00","120.029091202357"
"2021-01-06 11:15:00"," 734","2021-01-06 11:15:00","2021-01-06 11:30:00","115.751883178704"
"2021-01-06 11:30:00"," 735","2021-01-06 11:30:00","2021-01-06 11:45:00","111.474686007297"
"2021-01-06 11:45:00"," 736","2021-01-06 11:45:00","2021-01-06 12:00:00","107.1974978809"
"2021-01-06 12:00:00"," 737","2021-01-06 12:00:00","2021-01-06 12:15:00","102.920317293238"
"2021-01-06 12:15:00"," 738","2021-01-06 12:15:00","2021-01-06 12:30:00","98.6431429888789"
"2021-01-06 12:30:00"," 739","2021-01-06 12:30:00","2021-01-06 12:45:00","94.3659739214568"
"2021-01-06 12:45:00"," 740","2021-01-06 12:45:00","2021-01-06 13:00:00","90.0888092188593"
"2021-01-06 13:00:00"," 741","2021-01-06 13:00:00","2021-01-06 13:15:00","85.811648154208"
"2021-01-06 13:15:00"," 742","2021-01-06 13:15:00","2021-01-06 13:30:00","81.5344901216716"
"2021-01-06 13:30:00"," 743","2021-01-06 13:30:00","2021-01-06 13:45:00","77.2573346163092"
"2021-01-06 13:45:00"," 744","2021-01-06 13:45:00","2021-01-06 14:00:00","72.9801812172677"
"2021-01-06 14:00:00"," 745","2021-01-06 14:00:00","2021-01-06 14:15:00","68.7030295737795"
"2021-01-06 14:15:00"," 746","2021-01-06 14:15:00","2021-01-06 14:30:00","64.4258793934904"
"2021-01-06 14:30:00"," 747","2021-01-06 14:30:00","2021-01-06 14:45:00","60.1487304327323"
"2021-01-06 14:45:00"," 748","2021-01-06 14:45:00","2021-01-06 15:00:00","55.8715824884156"
"2021-01-06 15:00:00"," 749","2021-01-06 15:00:00","2021-01-06 15:15:00","51.5944353912711"
"2021-01-06 15:15:00"," 750","2021-01-06 15:15:00","2021-01-06 15:30:00","59.9580921536946"
"2021-01-06 15:30:00"," 751","2021-01-06 15:30:00","2021-01-06 15:45:00","69.2449997664044"
"2021-01-06 15:45:00"," 752","2021-01-06 15:45:00","2021-01-06 16:00:00","59.3165184452178"
"2021-01-06 16:00:00"," 753","2021-01-06 16:00:00","2021-01-06 16:15:00","51.0160821605576"
"2021-01-06 16:15:00"," 754","2021-01-06 16:15:00","2021-01-06 16:30:00","61.4119394122501"
"2021-01-06 16:30:00"," 755","2021-01-06 16:30:00","2021-01-06 16:45:00","61.2389588821566"
"2021-01-06 16:45:00"," 756","2021-01-06 16:45:00","2021-01-06 17:00:00","56.0068583104064"
"2021-01-06 17:00:00"," 757","2021-01-06 17:00:00","2021-01-06 17:15:00","64.9139922796192"
"2021-01-06 17:15:00"," 758","2021-01-06 17:15:00","2021-01-06 17:30:00","71.2828082848258"
"2021-01-06 17:30:00"," 759","2021-01-06 17:30:00","2021-01-06 17:45:00","67.843657219323"
"2021-01-06 17:45:00"," 760","2021-01-06 17:45:00","2021-01-06 18:00:00","64.8112499741009"
"2021-01-06 18:00:00"," 761","2021-01-06 18:00:00","2021-01-06 18:15:00","64.082786195597"
"2021-01-06 18:15:00"," 762","2021-01-06 18:15:00","2021-01-06 18:30:00","64.6196205404791"
"2021-01-06 18:30:00"," 763","2021-01-06 18:30:00","2021-01-06 18:45:00","66.6170898724598"
"2021-01-06 18:45:00"," 764","2021-01-06 18:45:00","2021-01-06 19:00:00","64.2349123063069"
"2021-01-06 19:00:00"," 765","2021-01-06 19:00:00","2021-01-06 19:15:00","72.2322884977504"
"2021-01-06 19:15:00"," 766","2021-01-06 19:15:00","2021-01-06 19:30:00","68.3440067457779"
"2021-01-06 19:30:00"," 767","2021-01-06 19:30:00","2021-01-06 19:45:00","73.7550828728623"
"2021-01-06 19:45:00"," 768","2021-01-06 19:45:00","2021-01-06 20:00:00","84.7526576212422"
"2021-01-06 20:00:00"," 769","2021-01-06 20:00:00","2021-01-06 20:15:00","71.8660001192022"
"2021-01-06 20:15:00"," 770","2021-01-06 20:15:00","2021-01-06 20:30:00","63.4934459110998"
"2021-01-06 20:30:00"," 771","2021-01-06 20:30:00","2021-01-06 20:45:00","57.6110981203879"
"2021-01-06 20:45:00"," 772","2021-01-06 20:45:00","2021-01-06 21:00:00","62.6890895653962"
"2021-01-06 21:00:00"," 773","2021-01-06 21:00:00","2021-01-06 21:15:00","62.7582926211223"
"2021-01-06 21:15:00"," 774","2021-01-06 21:15:00","2021-01-06 21:30:00","84.5220183802591"
"2021-01-06 21:30:00"," 775","2021-01-06 21:30:00","2021-01-06 21:45:00","87.9927210250493"
"2021-01-06 21:45:00"," 776","2021-01-06 21:45:00","2021-01-06 22:00:00","127.853569353575"
"2021-01-06 22:00:00"," 777","2021-01-06 22:00:00","2021-01-06 22:15:00","77.5377829165255"
"2021-01-06 22:15:00"," 778","2021-01-06 22:15:00","2021-01-06 22:30:00","78.7106236930094"
"2021-01-06 22:30:00"," 779","2021-01-06 22:30:00","2021-01-06 22:45:00","81.5478752842368"
"2021-01-06 22:45:00"," 780","2021-01-06 22:45:00","2021-01-06 23:00:00","92.1894850919796"
"2021-01-06 23:00:00"," 781","2021-01-06 23:00:00","2021-01-06 23:15:00","69.7724701639836"
"2021-01-06 23:15:00"," 782","2021-01-06 23:15:00","2021-01-06 23:30:00","68.9238801142087"
"2021-01-06 23:30:00"," 783","2021-01-06 23:30:00","2021-01-06 23:45:00","67.2974128967895"
"2021-01-06 23:45:00"," 784","2021-01-06 23:45:00","2021-01-07 00:00:00","71.8401867444519"
"2021-01-07"," 785","2021-01-07 00:00:00","2021-01-07 00:15:00","76.8324880766171"
"2021-01-07 00:15:00"," 786","2021-01-07 00:15:00","2021-01-07 00:30:00","77.9635212075667"
"2021-01-07 00:30:00"," 787","2021-01-07 00:30:00","2021-01-07 00:45:00","78.7700282277943"
"2021-01-07 00:45:00"," 788","2021-01-07 00:45:00","2021-01-07 01:00:00","89.0428211759856"
"2021-01-07 01:00:00"," 789","2021-01-07 01:00:00","2021-01-07 01:15:00","78.5734311396599"
"2021-01-07 01:15:00"," 790","2021-01-07 01:15:00","2021-01-07 01:30:00","69.3408026967689"
"2021-01-07 01:30:00"," 791","2021-01-07 01:30:00","2021-01-07 01:45:00","60.29011136651"
"2021-01-07 01:45:00"," 792","2021-01-07 01:45:00","2021-01-07 02:00:00","57.5549375707675"
"2021-01-07 02:00:00"," 793","2021-01-07 02:00:00","2021-01-07 02:15:00","54.6552543500676"
"2021-01-07 02:15:00"," 794","2021-01-07 02:15:00","2021-01-07 02:30:00","54.3741978211618"
"2021-01-07 02:30:00"," 795","2021-01-07 02:30:00","2021-01-07 02:45:00","40.6489872342245"
"2021-01-07 02:45:00"," 796","2021-01-07 02:45:00","2021-01-07 03:00:00","32.6451354689742"
"2021-01-07 03:00:00"," 797","2021-01-07 03:00:00","2021-01-07 03:15:00","25.4356410430869"
"2021-01-07 03:15:00"," 798","2021-01-07 03:15:00","2021-01-07 03:30:00","27.2744918316532"
"2021-01-07 03:30:00"," 799","2021-01-07 03:30:00","2021-01-07 03:45:00","29.1107423454744"
"2021-01-07 03:45:00"," 800","2021-01-07 03:45:00","2021-01-07 04:00:00","27.4861637722746"
"2021-01-07 04:00:00"," 801","2021-01-07 04:00:00","2021-01-07 04:15:00","27.8059247059115"
"2021-01-07 04:15:00"," 802","2021-01-07 04:15:00","2021-01-07 04:30:00","27.6723248456747"
"2021-01-07 04:30:00"," 803","2021-01-07 04:30:00","2021-01-07 04:45:00","24.3649748526627"
"2021-01-07 04:45:00"," 804","2021-01-07 04:45:00","2021-01-07 05:00:00","25.8745216057865"
"2021-01-07 05:00:00"," 805","2021-01-07 05:00:00","2021-01-07 05:15:00","21.7060867020134"
"2021-01-07 05:15:00"," 806","2021-01-07 05:15:00","2021-01-07 05:30:00","25.0828512963521"
"2021-01-07 05:30:00"," 807","2021-01-07 05:30:00","2021-01-07 05:45:00","25.5227095607194"
"2021-01-07 05:45:00"," 808","2021-01-07 05:45:00","2021-01-07 06:00:00","24.1495557711316"
"2021-01-07 06:00:00"," 809","2021-01-07 06:00:00","2021-01-07 06:15:00","25.749040179012"
"2021-01-07 06:15:00"," 810","2021-01-07 06:15:00","2021-01-07 06:30:00","24.5492555256458"
"2021-01-07 06:30:00"," 811","2021-01-07 06:30:00","2021-01-07 06:45:00","25.5610193130334"
"2021-01-07 06:45:00"," 812","2021-01-07 06:45:00","2021-01-07 07:00:00","27.7128804994031"
"2021-01-07 07:00:00"," 813","2021-01-07 07:00:00","2021-01-07 07:15:00","29.1561901431933"
